PIs,POs,AND_Gates_Before,Levels_Before,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,ND,Edge,Area,Delay,Levels_After,Power
26,11,1592,31,choice2,strash,choice,strash,drf,resub -z,share,resyn2,refactor -z,drw,resub -z,drw,resyn,choice2,strash,drf,dc2,drw,share,rewrite -z,558,1559,558.0,8.0,8,662.84
512,130,2865,287,resyn2,refactor,dc2,dc2,resyn,resyn,balance,dc2,choice,strash,resyn2,resub -z,refactor -z,choice2,strash,compress,choice2,strash,drf,resub,2058,4579,2058.0,93.0,93,2333.67
32,32,2337,120,resub,drwsat2,choice,strash,choice,strash,rewrite -z,dc2,compress,rewrite,compress,share,share,compress2,drw,drwsat2,share,balance,rwsat,resyn2a,2378,5675,2378.0,50.0,50,2601.71
177,128,1169,14,resub -z,choice2,strash,refactor -z,resub,resyn2a,drwsat2,resub -z,refactor,resyn2a,choice,strash,resyn3,rwsat,drwsat2,refactor -z,choice,strash,refactor -z,rewrite -z,591,1542,591.0,8.0,8,669.89
207,107,2198,30,resyn2,resub,drw,refactor -z,rwsat,compress,resyn3,resyn2,resyn2a,rewrite -z,resyn2,rewrite -z,drw,balance,drwsat2,rewrite -z,compress,choice,strash,rwsat,846,1873,846.0,24.0,24,961.36
135,125,613,8,rewrite,resub,refactor,balance,share,drwsat2,rewrite,resub -z,compress,choice,strash,resub,rewrite -z,rwsat,resyn3,dc2,compress2,drf,drw,rewrite -z,334,855,334.0,5.0,5,441.52
45,45,1577,14,resyn2a,resub -z,dc2,resub -z,resyn2,resyn2,rwsat,compress2,share,resyn3,resub,resyn2a,rewrite,resub,drw,drf,balance,choice,strash,resyn2,670,2010,670.0,8.0,8,531.05
512,130,2865,287,balance,choice,strash,drw,drf,choice,strash,resyn,resyn,refactor,choice2,strash,drw,choice,strash,choice,strash,rwsat,resyn,rwsat,2171,4794,2171.0,93.0,93,2434.2
24,25,5416,225,drwsat2,drf,dc2,rewrite,drw,drw,drf,share,refactor -z,compress2,resub -z,choice2,strash,resyn2,rewrite -z,drw,rwsat,drw,drwsat2,rwsat,3499,9298,3499.0,78.0,78,3495.34
24,25,5416,225,refactor,resyn2,resub -z,rewrite -z,compress2,refactor -z,resyn2,refactor,refactor,choice2,strash,refactor,choice,strash,drw,rewrite -z,balance,rewrite,resyn3,resyn,3274,8695,3274.0,81.0,81,3221.81
26,11,1592,31,resyn3,resub,resub -z,drf,resyn,choice2,strash,resub,resyn2,balance,refactor -z,share,refactor -z,drwsat2,drwsat2,resyn3,drwsat2,balance,resyn2,rewrite -z,536,1500,536.0,10.0,10,670.08
24,25,5416,225,drwsat2,dc2,refactor -z,drw,drw,refactor -z,balance,resub -z,compress2,dc2,resub,dc2,choice,strash,refactor -z,compress2,choice,strash,compress,drwsat2,3166,8237,3166.0,80.0,80,3009.94
24,25,5416,225,resyn3,rwsat,resub -z,resyn2a,balance,rwsat,resyn3,choice,strash,resyn,drw,refactor -z,resyn3,drf,rewrite,dc2,choice2,strash,compress2,resyn2,3364,8894,3364.0,77.0,77,3290.42
207,107,2198,30,resub -z,refactor -z,resyn2a,balance,rewrite -z,compress2,rwsat,refactor,resyn2,compress2,rwsat,dc2,resyn2,refactor,resyn3,compress,choice2,strash,drwsat2,compress2,845,1890,845.0,22.0,22,969.01
32,32,2337,120,drf,compress2,rewrite,resyn3,refactor -z,choice,strash,refactor -z,choice,strash,balance,rewrite -z,dc2,choice,strash,compress,rewrite,resub -z,rewrite -z,rwsat,1481,3091,1481.0,45.0,45,1468.65
207,107,2198,30,resub,compress,refactor -z,choice,strash,balance,rewrite -z,resyn,share,resub -z,compress2,drwsat2,resyn3,compress,resyn3,resyn,balance,compress,resyn2a,resyn2,781,1753,781.0,23.0,23,907.43
135,125,613,8,drw,resub,balance,resyn,refactor -z,resyn2,rewrite -z,compress2,refactor,resub,compress2,compress2,choice,strash,resyn2,refactor,drf,rwsat,share,compress2,349,890,349.0,5.0,5,461.74
177,128,1169,14,resub,drf,refactor -z,choice,strash,rwsat,resub,resyn2,refactor -z,drf,drf,rewrite -z,resyn2,choice2,strash,resub,balance,share,resyn,share,542,1468,542.0,7.0,7,627.8
512,130,2865,287,refactor -z,drwsat2,resub -z,rwsat,resyn3,drf,rwsat,resyn2,resyn,resyn,rewrite,refactor,resub,resyn2a,choice2,strash,resyn2a,share,resyn2a,resyn,1950,4367,1950.0,96.0,96,2231.38
512,130,2865,287,rewrite,resub -z,dc2,dc2,resub,resub -z,rewrite -z,choice2,strash,share,choice,strash,resyn2,refactor,drwsat2,resub,choice,strash,resyn2a,dc2,1865,4340,1865.0,164.0,164,2209.79
512,130,2865,287,drw,resyn,refactor,dc2,dc2,resyn2,dc2,drf,rewrite,resub,resyn2a,choice2,strash,balance,resub,resyn3,drw,compress2,resyn,rwsat,2116,4732,2116.0,99.0,99,2406.86
512,130,2865,287,balance,rewrite -z,balance,resyn3,drf,resyn3,drw,compress2,refactor,resyn,drw,choice2,strash,resub -z,balance,rewrite,choice2,strash,balance,rwsat,2022,4551,2022.0,96.0,96,2316.91
207,107,2198,30,share,resub -z,drw,share,rwsat,balance,drwsat2,balance,resyn3,compress,drf,refactor,resyn3,resyn3,choice2,strash,drwsat2,share,rewrite -z,refactor -z,834,1840,834.0,21.0,21,946.6
24,25,5416,225,drwsat2,resyn2a,refactor -z,balance,resub -z,resyn2a,drwsat2,resub,rewrite,choice2,strash,resyn2a,balance,choice,strash,refactor -z,resyn,choice,strash,balance,3201,8529,3201.0,78.0,78,3141.1
164,132,930,11,refactor -z,balance,drf,dc2,drf,choice2,strash,compress2,balance,refactor -z,resyn,balance,choice,strash,rewrite,choice,strash,resyn3,choice,strash,435,1154,435.0,6.0,6,558.13
207,107,2198,30,share,refactor,choice2,strash,choice,strash,balance,drw,resub,compress,rewrite,compress,rewrite -z,balance,choice2,strash,choice,strash,refactor,dc2,824,1862,824.0,21.0,21,954.66
512,130,2865,287,resub,resub -z,compress,resub -z,resyn,drw,refactor,resyn2a,drf,resyn2a,resyn3,drwsat2,resyn3,resyn2,resyn,refactor,resub,refactor,resyn3,resub -z,2164,4796,2164.0,86.0,86,2439.89
164,132,930,11,resub -z,compress2,compress2,resyn3,resyn2,resub,share,dc2,resub,refactor,resyn,resyn2,refactor -z,balance,resyn2a,resub,refactor,resub -z,resyn2,resub,433,1150,433.0,5.0,5,531.67
177,128,1169,14,balance,resub -z,resyn2a,refactor,balance,choice,strash,dc2,resub,resub -z,rewrite,drw,choice,strash,rwsat,refactor,compress2,refactor,dc2,share,524,1401,524.0,8.0,8,604.01
164,132,930,11,balance,refactor -z,choice,strash,refactor,dc2,dc2,drw,drf,drwsat2,resub,compress2,rewrite,balance,compress2,compress,choice2,strash,drf,resub -z,479,1210,479.0,6.0,6,588.75
32,32,2337,120,balance,resyn2a,drwsat2,refactor,resyn3,rewrite -z,refactor -z,balance,balance,choice2,strash,dc2,rewrite,rwsat,compress2,resyn2a,resyn2a,drwsat2,resyn2,compress2,1484,3105,1484.0,45.0,45,1475.48
135,125,613,8,resyn2a,drw,share,compress2,refactor -z,resyn,balance,resyn2,resyn3,resyn2a,resyn3,resyn2a,refactor,compress,drwsat2,resub -z,resyn3,rwsat,resub,resyn3,342,861,342.0,4.0,4,443.56
24,25,5416,225,compress2,resyn,choice2,strash,resyn,balance,resyn2a,resub -z,compress,rewrite -z,refactor,compress,resyn2a,resub -z,compress2,resyn3,balance,rewrite -z,balance,rwsat,3199,8390,3199.0,81.0,81,3099.17
26,11,1592,31,resyn,resyn2,choice2,strash,rewrite,rwsat,resub,resyn3,resub -z,rwsat,balance,resub,drwsat2,dc2,drf,rewrite,rewrite,choice2,strash,rewrite -z,528,1456,528.0,10.0,10,662.34
26,11,1592,31,drw,compress2,rwsat,resyn2,drwsat2,resub -z,resub -z,rwsat,refactor,resyn3,refactor,compress,drw,resyn2a,compress,compress2,balance,drw,rewrite -z,refactor -z,546,1490,546.0,10.0,10,685.93
24,25,5416,225,resyn2a,rewrite,drf,compress,resyn3,compress,drw,refactor,resub -z,resyn,balance,refactor,resyn3,rewrite,compress2,resub,compress,refactor -z,refactor,rewrite,3287,8725,3287.0,83.0,83,3230.76
32,32,2337,120,choice2,strash,rewrite,rewrite,resyn,refactor,rewrite,resyn,resub -z,refactor,refactor,rewrite,choice2,strash,resyn2a,resyn2,compress2,rewrite,balance,drw,1484,3066,1484.0,45.0,45,1462.5
135,125,613,8,rwsat,resyn2a,resub -z,resub -z,refactor -z,choice,strash,refactor,resyn3,resyn2,dc2,balance,rewrite -z,rwsat,resyn,choice,strash,resyn2,share,rewrite -z,343,843,343.0,5.0,5,438.74
164,132,930,11,refactor -z,drf,drf,balance,share,refactor -z,drwsat2,rewrite,rewrite,refactor,drw,rewrite -z,drw,rwsat,choice2,strash,rewrite,rewrite -z,resyn2a,balance,423,1111,423.0,7.0,7,503.53
207,107,2198,30,rewrite,rewrite,resub,compress,drf,compress2,resub,rewrite,drf,compress2,rewrite,rwsat,resyn,resyn2a,refactor -z,resyn,rwsat,choice,strash,drwsat2,860,1918,860.0,22.0,22,980.66
32,32,2337,120,resub,drw,rewrite,choice2,strash,resyn3,drw,compress,resyn2a,dc2,resub -z,compress,compress2,compress2,compress,rwsat,refactor -z,resub,dc2,drf,1477,3059,1477.0,45.0,45,1457.45
45,45,1577,14,rwsat,rwsat,share,choice2,strash,choice2,strash,dc2,refactor,drf,balance,drw,compress,rewrite -z,resub,drf,rewrite -z,rewrite -z,rewrite -z,compress,681,2051,681.0,7.0,7,551.61
45,45,1577,14,drw,resyn3,resyn3,resyn2a,rewrite,rwsat,drf,share,rewrite,drf,compress2,resyn,resyn2a,drf,resub,rewrite,compress2,resyn2,rewrite -z,rewrite,697,2066,697.0,8.0,8,555.83
177,128,1169,14,resub,balance,rewrite -z,refactor -z,dc2,refactor,drw,refactor,resyn2,drf,rwsat,compress2,share,drw,rwsat,compress2,compress,drf,drf,drw,559,1478,559.0,8.0,8,619.7
32,32,2337,120,compress,rwsat,rwsat,choice2,strash,dc2,resyn2,resyn2,rewrite -z,refactor,compress,choice2,strash,dc2,share,resyn,resub -z,drf,rewrite -z,resyn2,2256,5271,2256.0,48.0,48,2450.67
45,45,1577,14,dc2,rwsat,drf,balance,drf,choice,strash,drwsat2,balance,drw,dc2,rewrite,compress,drwsat2,resyn3,compress2,rwsat,resub,compress2,resub -z,681,2065,681.0,8.0,8,543.98
45,45,1577,14,resub -z,rwsat,dc2,compress,share,refactor -z,share,resub,rewrite,drwsat2,rewrite,drw,compress,resyn2a,resyn2,share,compress2,dc2,balance,drf,673,2032,673.0,7.0,7,567.55
45,45,1577,14,resyn2a,compress,rewrite,resyn3,resyn2a,rewrite -z,rewrite -z,compress,balance,resub -z,resub -z,refactor -z,resyn2a,share,rewrite -z,drf,share,balance,resyn2,compress,658,1942,658.0,8.0,8,537.14
207,107,2198,30,resyn3,drwsat2,resyn2,resyn,dc2,resyn2a,rwsat,compress2,balance,refactor,rwsat,resub -z,resyn3,drwsat2,drwsat2,compress2,balance,choice2,strash,resyn2,832,1867,832.0,27.0,27,956.51
135,125,613,8,drwsat2,drf,share,rewrite,resyn3,drf,resyn2,resub -z,resyn2,resyn3,resyn2,resub,resyn3,refactor -z,dc2,resyn,rwsat,rewrite,refactor,rewrite,333,854,333.0,5.0,5,442.43
512,130,2865,287,drwsat2,drwsat2,choice,strash,resub,resyn,resyn2a,rwsat,refactor -z,refactor,choice2,strash,drf,choice2,strash,compress2,resyn3,resyn2a,rewrite -z,resub -z,2093,4655,2093.0,94.0,94,2365.93
26,11,1592,31,refactor,drwsat2,resyn2,drw,resyn2a,drw,balance,resyn2,refactor -z,share,choice,strash,resub -z,resyn,refactor,refactor -z,balance,resyn,resyn3,resub -z,517,1446,517.0,8.0,8,645.44
512,130,2865,287,rwsat,refactor,resub,resyn,drf,rewrite -z,choice,strash,resyn3,resub,compress,resyn,rewrite,resub -z,compress,rewrite -z,choice2,strash,drw,compress,2105,4702,2105.0,96.0,96,2389.76
24,25,5416,225,resyn3,rewrite -z,choice2,strash,resub -z,share,rwsat,share,resub,choice,strash,drf,resyn2a,resyn,rwsat,rewrite -z,resyn3,resub,choice2,strash,3483,9401,3483.0,77.0,77,3542.41
32,32,2337,120,dc2,drw,rewrite,drw,resub -z,resub -z,balance,dc2,refactor -z,drw,drwsat2,rewrite,drwsat2,balance,choice,strash,resyn2a,resyn2,resyn3,balance,1469,3088,1469.0,45.0,45,1461.39
24,25,5416,225,drw,drw,drf,refactor,drf,drwsat2,resyn2,drw,rwsat,refactor -z,dc2,share,dc2,resyn3,resub,compress,dc2,drw,resyn,rewrite -z,3546,9381,3546.0,78.0,78,3483.9
177,128,1169,14,drf,compress2,rewrite,compress,drwsat2,rewrite,rwsat,refactor,refactor,resyn,rewrite -z,compress2,resyn,balance,drw,drf,resub -z,share,resub -z,refactor -z,545,1484,545.0,8.0,8,627.6
45,45,1577,14,choice2,strash,resub -z,rwsat,resub,resyn2,resub -z,resyn2,compress2,resyn,drw,resub -z,rewrite,compress,choice2,strash,drwsat2,resub -z,rewrite,resub -z,696,2146,696.0,8.0,8,568.75
24,25,5416,225,resyn,resyn,resyn2a,resyn3,rewrite -z,compress,choice2,strash,rwsat,refactor -z,choice,strash,compress,resub -z,resyn3,drw,resyn2a,rewrite,choice2,strash,3323,8801,3323.0,81.0,81,3280.68
135,125,613,8,resyn,dc2,compress,resub,compress2,drw,drwsat2,resyn3,rwsat,resyn2a,rewrite,resyn,drw,refactor -z,rewrite -z,rewrite -z,rwsat,refactor,drwsat2,refactor -z,274,737,274.0,4.0,4,403.65
135,125,613,8,resyn2,resub,refactor,resub,rwsat,resyn3,resyn2,rewrite,resub,balance,refactor,resyn2a,drf,drf,rewrite -z,rewrite,compress2,choice,strash,compress,349,886,349.0,4.0,4,474.66
164,132,930,11,choice,strash,resyn2,share,refactor,drf,rewrite,compress,drw,refactor,refactor -z,rewrite,choice,strash,resyn2,resub -z,compress2,refactor,drw,resyn2,415,1115,415.0,7.0,7,502.25
45,45,1577,14,resyn2,resub -z,resyn2,resub -z,resyn,resyn3,drw,share,resyn2,drw,resub,drwsat2,resyn2,compress,refactor,drwsat2,drw,drf,compress,compress2,685,2077,685.0,8.0,8,559.51
45,45,1577,14,resyn2a,refactor -z,share,choice,strash,dc2,drw,rewrite -z,refactor -z,dc2,resyn3,rwsat,drw,compress2,drw,drf,compress,resyn,choice,strash,657,1962,657.0,8.0,8,502.36
177,128,1169,14,drf,resub,resub -z,resyn3,resub -z,choice2,strash,resub -z,refactor -z,resyn2a,compress,share,drw,rewrite -z,rewrite,drw,drf,balance,compress2,compress2,543,1502,543.0,9.0,9,621.67
177,128,1169,14,balance,rewrite,resyn2,rewrite,resub -z,dc2,rewrite,drw,drw,resub -z,rewrite -z,share,drw,rewrite,resub -z,resyn3,rewrite,share,choice,strash,551,1490,551.0,8.0,8,630.41
45,45,1577,14,rewrite,rwsat,resub,resyn,choice2,strash,resub -z,compress2,share,choice2,strash,resyn2a,resyn2,refactor -z,dc2,resyn2a,resyn2,rewrite -z,compress2,resub -z,655,1942,655.0,8.0,8,496.15
164,132,930,11,rewrite,refactor -z,refactor -z,rewrite,refactor -z,share,resyn3,choice2,strash,drf,drf,rwsat,drwsat2,drw,drwsat2,rewrite -z,refactor -z,rewrite,resyn3,drw,431,1130,431.0,6.0,6,515.86
32,32,2337,120,refactor,resyn2,resyn,share,resub,resyn2,resub -z,rewrite -z,balance,share,refactor -z,dc2,compress,rewrite -z,drwsat2,choice2,strash,resub -z,choice,strash,1984,4554,1984.0,49.0,49,2133.03
26,11,1592,31,choice2,strash,resyn2a,drf,share,dc2,resyn,resyn,drf,compress,resub -z,dc2,rewrite -z,share,drf,rewrite -z,choice,strash,share,balance,507,1414,507.0,9.0,9,598.31
177,128,1169,14,resyn2,compress,drf,balance,refactor -z,compress,compress2,drwsat2,refactor -z,refactor -z,resyn2a,rewrite -z,resyn2a,resyn2,drw,rewrite,resyn2a,resub -z,drw,drf,602,1560,602.0,8.0,8,681.18
512,130,2865,287,dc2,rewrite -z,resyn2a,dc2,resub -z,resyn,resyn2a,resyn,rewrite -z,refactor -z,rwsat,balance,resub -z,resub,resub -z,rewrite -z,resyn2a,rwsat,resyn,resub,1928,4441,1928.0,81.0,81,2261.64
24,25,5416,225,drwsat2,rewrite,choice,strash,resub -z,dc2,rewrite -z,refactor,rwsat,drf,resub -z,rwsat,refactor -z,balance,rewrite -z,share,resub,drw,refactor,resyn3,3499,9219,3499.0,77.0,77,3489.77
512,130,2865,287,rewrite,resub,rewrite,drw,dc2,resyn2a,drwsat2,resub -z,drw,resyn3,resub -z,rewrite -z,rewrite,drwsat2,compress,choice,strash,choice,strash,dc2,1891,4413,1891.0,122.0,122,2243.52
135,125,613,8,refactor -z,resyn2,resub,rewrite -z,resyn2a,drwsat2,resyn,refactor,resub,share,compress,dc2,drw,resyn,refactor,drwsat2,choice2,strash,rewrite -z,rwsat,335,870,335.0,4.0,4,449.31
26,11,1592,31,drw,resyn2,compress,balance,choice2,strash,resub,resyn,compress2,choice2,strash,drw,resub,share,drw,resyn2a,rewrite -z,rewrite,refactor -z,share,537,1510,537.0,8.0,8,665.93
164,132,930,11,drw,resub -z,choice,strash,dc2,balance,resyn2a,compress2,rewrite -z,drwsat2,compress2,choice2,strash,balance,refactor,rewrite -z,drf,dc2,refactor,compress2,437,1153,437.0,7.0,7,557.52
207,107,2198,30,drw,resub -z,choice2,strash,resyn,refactor -z,resub -z,refactor,drw,drf,choice,strash,choice,strash,resyn2,resyn,resyn2,rewrite -z,compress,share,819,1838,819.0,18.0,18,944.63
177,128,1169,14,rwsat,share,resyn2,resyn,drwsat2,resub,resub,choice,strash,refactor,resyn,choice,strash,rewrite -z,drw,dc2,choice,strash,rewrite,rwsat,541,1435,541.0,8.0,8,610.61
26,11,1592,31,choice,strash,drw,compress,rwsat,rewrite,resub,resyn3,drwsat2,compress2,drw,drw,rwsat,balance,drw,choice2,strash,rewrite -z,choice2,strash,551,1540,551.0,10.0,10,708.88
135,125,613,8,resyn2,rewrite -z,drwsat2,drf,refactor -z,refactor -z,resub -z,drw,resyn2,resub,rewrite -z,resyn,drw,share,choice2,strash,refactor,refactor,dc2,resyn2,333,861,333.0,5.0,5,445.73
32,32,2337,120,drwsat2,compress2,rwsat,refactor -z,resub,resub -z,resyn2,resyn2,rewrite -z,compress2,share,resyn,refactor -z,drf,rwsat,compress,refactor,compress,balance,share,2208,5232,2208.0,49.0,49,2432.98
135,125,613,8,balance,rwsat,choice,strash,drf,choice2,strash,refactor,resyn2,balance,compress2,resyn3,resub -z,resyn,resyn2a,refactor -z,drwsat2,choice2,strash,resub,330,845,330.0,5.0,5,455.59
24,25,5416,225,rewrite,rewrite,resyn2,resub -z,dc2,balance,dc2,refactor -z,drf,refactor,refactor -z,resub -z,share,rewrite,drwsat2,resub -z,share,rwsat,balance,resyn3,3329,8808,3329.0,76.0,76,3278.91
177,128,1169,14,share,rewrite,balance,dc2,drf,drw,resyn3,balance,resub,balance,choice2,strash,rewrite,rwsat,resyn3,resyn2a,resyn3,compress2,rewrite -z,drwsat2,540,1460,540.0,8.0,8,613.55
135,125,613,8,rewrite,resyn3,rwsat,resyn2,compress,drw,drw,compress,compress,resyn,refactor -z,compress2,refactor,compress,choice,strash,refactor,drwsat2,resub,drw,347,875,347.0,5.0,5,470.28
135,125,613,8,resyn2,compress,compress,resyn,rewrite -z,resub -z,compress,drw,drwsat2,drwsat2,refactor,resyn3,share,share,share,drwsat2,compress,balance,rewrite -z,balance,327,854,327.0,4.0,4,442.87
207,107,2198,30,rwsat,resyn2a,choice2,strash,rwsat,dc2,drw,resyn2a,share,refactor -z,choice,strash,compress,resyn,choice2,strash,resyn,refactor -z,balance,dc2,835,1842,835.0,22.0,22,947.16
24,25,5416,225,resyn,choice,strash,resyn3,refactor,compress2,drf,drw,balance,dc2,refactor,resub -z,compress,resub,drf,resyn3,rwsat,refactor,compress,rewrite,3419,8961,3419.0,79.0,79,3348.05
207,107,2198,30,resub -z,drwsat2,refactor -z,resyn,refactor,share,drf,rewrite,resyn,resub,rwsat,dc2,resyn,resyn2a,rewrite,resyn2,refactor,share,compress,resyn2a,828,1844,828.0,24.0,24,947.06
512,130,2865,287,share,choice,strash,resyn,rewrite,balance,rewrite -z,choice,strash,balance,dc2,refactor,resyn3,rewrite -z,drwsat2,resub,refactor,drw,resyn3,refactor -z,1698,4107,1698.0,108.0,108,2103.41
512,130,2865,287,refactor,drwsat2,share,drwsat2,choice,strash,resyn3,compress2,resub -z,resub -z,refactor,resyn3,refactor,refactor,drf,compress,rwsat,resyn2,resyn,refactor,2006,4399,2006.0,117.0,117,2248.04
177,128,1169,14,dc2,drf,choice2,strash,resub -z,rewrite,compress2,resyn2,balance,refactor,dc2,choice,strash,choice,strash,rwsat,balance,compress,resyn,resyn2a,610,1574,610.0,8.0,8,676.31
177,128,1169,14,resyn2,balance,rwsat,share,rwsat,refactor -z,dc2,choice2,strash,rewrite,rewrite -z,balance,resub -z,refactor -z,rwsat,resyn,compress,balance,drw,refactor,530,1393,530.0,9.0,9,583.4
32,32,2337,120,share,resyn,refactor,resyn2,resyn2a,resub,drf,share,refactor -z,refactor,drf,balance,rewrite -z,share,resub -z,resyn3,choice,strash,refactor,share,2380,5697,2380.0,48.0,48,2633.09
24,25,5416,225,dc2,rewrite -z,refactor,compress,refactor,drf,compress,drf,dc2,refactor -z,drwsat2,resyn2a,choice2,strash,resyn3,rwsat,resyn2a,compress2,drwsat2,rwsat,3152,8264,3152.0,79.0,79,3002.2
32,32,2337,120,drw,resub -z,dc2,resyn3,rewrite -z,refactor -z,drwsat2,rewrite -z,drw,rwsat,resub -z,drf,drwsat2,drwsat2,drwsat2,dc2,compress,dc2,drwsat2,resub,1470,3092,1470.0,45.0,45,1462.78
32,32,2337,120,refactor,drwsat2,compress,rewrite -z,share,rewrite -z,resub -z,choice2,strash,resyn3,refactor -z,rewrite,resyn2a,resyn2a,resyn2,refactor -z,choice2,strash,dc2,rewrite,1836,4117,1836.0,48.0,48,1929.96
164,132,930,11,resub -z,compress2,dc2,resyn2a,drw,compress2,resub -z,resyn3,drf,resyn,drwsat2,refactor -z,choice2,strash,balance,drf,compress2,rewrite,rewrite,refactor,459,1181,459.0,6.0,6,585.27
512,130,2865,287,choice2,strash,resyn,resub,resyn2,resyn2,resyn2,rewrite,choice2,strash,resub,balance,resub -z,resub -z,dc2,drwsat2,rewrite -z,drw,resub -z,resyn,2126,4742,2126.0,91.0,91,2415.94
26,11,1592,31,drw,choice2,strash,compress,drf,drw,drwsat2,refactor -z,compress2,resub,share,drf,resyn,resyn2,drf,compress,balance,choice,strash,resyn2a,535,1480,535.0,9.0,9,660.83
26,11,1592,31,refactor,refactor,resyn,refactor,resyn2,drwsat2,choice2,strash,resyn2a,balance,balance,rewrite -z,resyn2,choice,strash,refactor -z,balance,compress2,drw,rwsat,533,1465,533.0,10.0,10,680.63
45,45,1577,14,choice2,strash,resyn,resyn3,drw,choice2,strash,refactor -z,refactor,resub,choice,strash,dc2,compress,choice2,strash,drwsat2,resub -z,refactor,resyn,748,2281,748.0,7.0,7,619.85
512,130,2865,287,resyn,share,refactor -z,compress,drw,resub,compress,resub -z,resyn2a,drf,resyn,compress,refactor -z,refactor,choice,strash,resyn2,refactor -z,balance,refactor,1960,4477,1960.0,91.0,91,2285.8
135,125,613,8,resyn3,resub,drf,drwsat2,resyn3,compress2,dc2,dc2,compress2,rwsat,resyn2,resyn2a,choice2,strash,rwsat,rewrite,resyn2,resyn,rewrite -z,rwsat,347,873,347.0,5.0,5,468.02
207,107,2198,30,choice2,strash,balance,drw,drwsat2,refactor -z,rwsat,balance,compress2,drf,dc2,refactor,choice2,strash,resub -z,rewrite,resub,rewrite -z,resyn2,dc2,840,1859,840.0,27.0,27,957.3
164,132,930,11,drw,compress,drf,dc2,resyn3,compress2,drf,drw,dc2,resub,rewrite -z,resub,rwsat,compress2,resyn2a,resub -z,rewrite -z,resyn2a,compress2,resyn2a,453,1182,453.0,6.0,6,574.19
164,132,930,11,resub,rwsat,compress2,rewrite -z,resyn3,rwsat,resyn3,refactor -z,resyn2a,resyn3,resyn3,rwsat,resub,rewrite -z,drw,drf,drw,share,drf,resyn2,442,1181,442.0,6.0,6,546.09
177,128,1169,14,choice,strash,refactor,choice2,strash,drf,resub,resyn3,resub -z,resyn2a,compress2,refactor,choice2,strash,share,resub,choice2,strash,dc2,resyn,532,1490,532.0,8.0,8,620.98
